Admitted,Disposition_binary,Place,F_Aid,Species_e,Sex_e,Age_e,Brought_in_after,season,r,G_O
1996-04-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1996-04-26,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1996-04-26,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1996-04-27,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
1996-04-27,Released,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.
1996-05-01,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,unknown,Selasphorus spp.
1996-05-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-02,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1996-05-04,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
1996-05-04,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
1996-05-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Spring,caught by domestic animal,Non-selasphorus spp.
1996-05-07,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
1996-05-06,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-11,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,unknown,Non-selasphorus spp.
1996-05-13,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-20,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-21,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Spring,found on the ground,Non-selasphorus spp.
1996-05-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1996-05-23,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.
1996-05-30,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,21,Spring,found on the ground,Non-selasphorus spp.
1996-05-30,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1996-05-30,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-30,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1996-05-31,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1996-06-01,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,caught by domestic animal,Non-selasphorus spp.
1996-06-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1996-06-01,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1996-06-01,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1996-06-02,Released,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.
1996-06-02,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-06-03,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,caught by domestic animal,Non-selasphorus spp.
1996-06-05,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
1996-06-07,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
1996-06-08,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
1996-06-09,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,nest-related,Non-selasphorus spp.
1996-06-09,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-06-10,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1996-06-12,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,nest-related,Non-selasphorus spp.
1996-06-12,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Summer,nest-related,Non-selasphorus spp.
1996-06-13,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-06-14,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1996-06-14,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Summer,nest-related,Non-selasphorus spp.
1996-06-14,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
1996-06-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1996-06-16,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Summer,caught by domestic animal,Selasphorus spp.
1996-06-17,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,unknown,Non-selasphorus spp.
1996-06-18,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
1996-06-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-06-24,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
1996-06-24,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,unknown,Non-selasphorus spp.
1996-06-24,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1996-06-27,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Summer,found on the ground,Non-selasphorus spp.
1996-06-28,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-06-28,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Summer,found on the ground,Non-selasphorus spp.
1996-07-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-07-04,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
1996-07-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Summer,found on the ground,Non-selasphorus spp.
1996-07-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1996-07-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1996-07-06,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1996-07-07,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Summer,found on the ground,Non-selasphorus spp.
1996-07-08,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,4,Summer,nest-related,Non-selasphorus spp.
1996-07-10,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-07-11,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.
1996-07-12,Died,Lindsey,No,ANHU,Female-like ,adult-like,4,Summer,unknown,Non-selasphorus spp.
1996-07-13,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,11,Summer,found on the ground,Non-selasphorus spp.
1996-07-16,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,suspect torpor-like state,Non-selasphorus spp.
1996-07-19,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,window hit,Non-selasphorus spp.
1996-07-19,Released,Lindsey,Yes,Selasphorus,unknown,Nestling,0,Summer,unknown,Selasphorus spp.
1996-07-20,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,caught by domestic animal,Non-selasphorus spp.
1996-07-23,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.
1996-07-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1996-08-01,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,window hit,Selasphorus spp.
1996-08-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,found inside,Non-selasphorus spp.
1996-08-03,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,8,Summer,found on the ground,Non-selasphorus spp.
1996-08-08,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Summer,found on the ground,Non-selasphorus spp.
1996-08-10,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,window hit,Selasphorus spp.
1996-08-17,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,caught by domestic animal,Selasphorus spp.
1996-08-24,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,caught by domestic animal,Selasphorus spp.
1996-08-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Summer,unknown,Non-selasphorus spp.
1996-08-30,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Summer,found on the ground,Selasphorus spp.
1996-09-04,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.
1996-09-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
1996-09-09,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
1996-09-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
1996-09-14,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,2,Fall,window hit,Non-selasphorus spp.
1996-10-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Fall,unknown,Non-selasphorus spp.
1996-10-10,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
1996-10-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,caught by domestic animal,Non-selasphorus spp.
1996-10-12,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,4,Fall,found on the ground,Non-selasphorus spp.
1996-10-19,Died,Lindsey,No,ANHU,Female-like ,adult-like,2,Fall,window hit,Non-selasphorus spp.
1996-10-21,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,found on the ground,Non-selasphorus spp.
1996-10-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,3,Fall,found on the ground,Non-selasphorus spp.
1996-10-28,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
1996-10-28,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
1996-10-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
1996-11-02,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,found inside,Non-selasphorus spp.
1996-11-03,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Fall,window hit,Non-selasphorus spp.
1996-11-04,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Fall,found on the ground,Non-selasphorus spp.
1996-11-08,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
1996-11-11,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,window hit,Non-selasphorus spp.
1996-11-30,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Fall,caught by domestic animal,Non-selasphorus spp.
1996-12-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
1996-12-13,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
1996-12-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
1996-12-26,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.
1997-01-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
1997-01-05,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
1997-01-10,Died,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,window hit,Non-selasphorus spp.
1997-01-11,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
1997-01-13,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
1997-01-15,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.
1997-01-29,Released,Lindsey,No,ANHU,Female-like ,adult-like,1,Winter,window hit,Non-selasphorus spp.
1997-01-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,found inside,Non-selasphorus spp.
1997-01-31,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,unknown,Non-selasphorus spp.
1997-02-03,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Winter,caught by domestic animal,Non-selasphorus spp.
1997-02-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,window hit,Non-selasphorus spp.
1997-02-14,Died,Lindsey,Yes,Selasphorus,Female-like ,adult-like,0,Winter,found inside,Selasphorus spp.
1997-02-14,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
1997-02-15,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,found on the ground,Non-selasphorus spp.
1997-02-18,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Winter,found on the ground,Non-selasphorus spp.
1997-02-19,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
1997-02-19,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
1997-02-20,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,5,Winter,found on the ground,Non-selasphorus spp.
1997-02-21,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,1,Winter,found on the ground,Non-selasphorus spp.
1997-02-23,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,nest-related,Non-selasphorus spp.
1997-02-23,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Winter,found on the ground,Non-selasphorus spp.
1997-02-24,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Winter,nest-related,Non-selasphorus spp.
1997-02-26,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Winter,caught by domestic animal,Non-selasphorus spp.
1997-03-03,Died,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1997-03-07,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1997-03-09,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-03-09,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
1997-03-09,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,nest-related,Non-selasphorus spp.
1997-03-11,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,nest-related,Non-selasphorus spp.
1997-03-12,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-03-13,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1997-03-14,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-03-14,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1997-03-14,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,unknown,Non-selasphorus spp.
1997-03-15,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-03-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-03-16,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-03-17,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1997-03-17,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1997-03-18,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,3,Spring,unknown,Non-selasphorus spp.
1997-03-18,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1997-03-19,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,4,Spring,found on the ground,Non-selasphorus spp.
1997-03-20,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1997-03-19,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1997-03-19,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,unknown,Non-selasphorus spp.
1997-03-21,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,found on the ground,Non-selasphorus spp.
1997-03-21,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-03-22,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,1,Spring,unknown,Non-selasphorus spp.
1997-03-24,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1997-03-25,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,unknown,Non-selasphorus spp.
1997-03-26,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
1997-03-28,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1997-03-28,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1997-03-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-03-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-03-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-03-30,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-04-01,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-04-02,Released,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-04-03,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,unknown,Non-selasphorus spp.
1997-04-04,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1997-04-04,Died,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1997-04-05,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
1997-04-07,Released,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,window hit,Selasphorus spp.
1997-04-11,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,found inside,Non-selasphorus spp.
1997-04-11,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1997-04-11,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,window hit,Selasphorus spp.
1997-04-15,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found on the ground,Selasphorus spp.
1997-04-19,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-04-20,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1997-04-20,Released,Lindsey,No,Non-selasphorus,unknown,Nestling,0,Spring,nest-related,Non-selasphorus spp.
1997-04-21,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-04-23,Died,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found on the ground,Non-selasphorus spp.
1997-04-23,Died,Lindsey,No,Selasphorus,Female-like ,adult-like,0,Spring,found inside,Selasphorus spp.
1997-04-23,Released,Lindsey,Yes,Non-selasphorus,unknown,Nestling,0,Spring,found on the ground,Non-selasphorus spp.
1997-04-25,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-04-26,Released,Lindsey,Yes,ANHU,Female-like ,adult-like,1,Spring,found inside,Non-selasphorus spp.
1997-04-26,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,window hit,Non-selasphorus spp.
1997-04-26,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,found on the ground,Non-selasphorus spp.
1997-04-27,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
1997-04-29,Died,Lindsey,No,ANHU,Female-like ,adult-like,0,Spring,caught by domestic animal,Non-selasphorus spp.
