"","Age_e","season","r","Heat","Fluids","Steroid","NSAID","Antibiotic","G_O","Sex_e","predicted_disposition"
"882","adult-like","Summer","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.478692581334257
"883","adult-like","Summer","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.478692581334257
"884","Nestling","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.69834133675227
"885","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"886","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"887","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"888","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"889","Nestling","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716454675308837
"890","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"891","Nestling","Summer","nest-related",0,1,0,0,0,"Non-selasphorus spp.","unknown",0.799045396180925
"892","adult-like","Summer","unknown",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.423413827706094
"893","adult-like","Summer","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.478692581334257
"894","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"895","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"896","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"897","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"898","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"899","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"900","Nestling","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656891080710916
"901","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"902","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"903","adult-like","Summer","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.39652232349081
"904","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"905","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"906","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"907","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"908","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"909","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"910","adult-like","Summer","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0948210602257642
"911","adult-like","Summer","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.315155545807751
"912","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"913","adult-like","Summer","window hit",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.409508532413816
"914","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"915","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"916","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"917","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"918","adult-like","Summer","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.410293052273632
"919","adult-like","Summer","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.39652232349081
"920","adult-like","Summer","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.478692581334257
"921","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.377842369138317
"922","adult-like","Summer","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.464434170993276
"923","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.315141799544965
"924","adult-like","Fall","caught by domestic animal",1,1,0,0,1,"Selasphorus spp.","Female-like ",0.248279809681879
"925","adult-like","Fall","found on the ground",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.150831454758487
"926","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"927","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"928","adult-like","Fall","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226673239119134
"929","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"930","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"931","adult-like","Fall","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.123519517247227
"932","adult-like","Fall","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.0964777797053554
"933","adult-like","Fall","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.0964777797053554
"934","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"935","adult-like","Fall","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109860138207513
"936","adult-like","Fall","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.123519517247227
"937","adult-like","Fall","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.250776876644052
"938","adult-like","Fall","found inside",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.205828513530761
"939","adult-like","Fall","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.250776876644052
"940","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"941","adult-like","Fall","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109860138207513
"942","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"943","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"944","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"945","adult-like","Winter","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306089197863118
"946","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"947","adult-like","Winter","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.174972203216406
"948","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"949","adult-like","Winter","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.174972203216406
"950","adult-like","Winter","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250501465015135
"951","adult-like","Winter","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.0743362501913053
"952","adult-like","Winter","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.138445367402949
"953","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"954","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
"955","Nestling","Winter","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.634784264994145
"956","Nestling","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.526547517493053
"957","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"958","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"959","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"960","Nestling","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.594780310965971
"961","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"962","adult-like","Winter","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.276233830654628
"963","adult-like","Winter","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.174972203216406
"964","adult-like","Winter","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.334979634971297
"965","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"966","adult-like","Winter","found on the ground",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.369559888521982
"967","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"968","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"969","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"970","adult-like","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.480806310141132
"971","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.466541285531193
"972","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"973","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"974","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"975","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"976","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"977","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"978","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"979","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"980","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.466541285531193
"981","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"982","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"983","adult-like","Spring","unknown",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.425482688740356
"984","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"985","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"986","adult-like","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.475605333788592
"987","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"988","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"989","adult-like","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.379850251003313
"990","Nestling","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","unknown",0.670838972017443
"991","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"992","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"993","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"994","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"995","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"996","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"997","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"998","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"999","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.466541285531193
"1000","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"1001","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1002","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1003","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1004","adult-like","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.412343651357241
"1005","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"1006","Nestling","Spring","caught by domestic animal",1,1,0,0,0,"Selasphorus spp.","unknown",0.670824908165749
"1007","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1008","adult-like","Spring","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.196359451596741
"1009","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1010","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.367219642746114
"1011","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1012","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1013","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1014","adult-like","Spring","found on the ground",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.379850251003313
"1015","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1016","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1017","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1018","adult-like","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.480806310141132
"1019","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1020","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1021","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1022","Nestling","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.700122382053803
"1023","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"1024","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1025","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"1026","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316972458272705
"1027","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1028","Nestling","Spring","unknown",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.754980371036029
"1029","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1030","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
